ano,region,tipo,valor,region_raw,tipo_raw
2015,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2014,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2013,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2012,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2011,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2010,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2023,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2022,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2021,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2020,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2019,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2018,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2017,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2016,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2015,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2014,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2013,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2012,NA,5.4.-sustraccion de vehiculos,0,DESCONOCIDA,5.4.-Sustracción de vehículos
2011,NA,5.4.-sustraccion de vehiculos,4,DESCONOCIDA,5.4.-Sustracción de vehículos
2010,NA,5.4.-sustraccion de vehiculos,19,DESCONOCIDA,5.4.-Sustracción de vehículos
2023,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2022,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2021,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2020,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2019,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2018,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2017,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2016,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2015,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2014,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2013,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2012,NA,5.5.-estafas,0,DESCONOCIDA,5.5.-Estafas
2011,NA,5.5.-estafas,4,DESCONOCIDA,5.5.-Estafas
2010,NA,5.5.-estafas,28,DESCONOCIDA,5.5.-Estafas
2023,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2022,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2021,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2020,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2019,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2018,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2017,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2016,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2015,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2014,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2013,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2012,NA,5.5.1.-estafas informaticas,0,DESCONOCIDA,5.5.1.-Estafas informáticas
2011,NA,5.5.1.-estafas informaticas,1,DESCONOCIDA,5.5.1.-Estafas informáticas
2010,NA,5.5.1.-estafas informaticas,13,DESCONOCIDA,5.5.1.-Estafas informáticas
2023,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2022,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2021,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2020,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2019,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2018,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2017,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2016,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2015,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2014,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2013,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2012,NA,5.6.-danos,0,DESCONOCIDA,5.6.-Daños
2011,NA,5.6.-danos,1,DESCONOCIDA,5.6.-Daños
2010,NA,5.6.-danos,1,DESCONOCIDA,5.6.-Daños
2023,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2022,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2021,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2020,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2019,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2018,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2017,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2016,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2015,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2014,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2013,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2012,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2011,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2010,NA,5.7.-contra la propiedad intelectual/industrial,0,DESCONOCIDA,5.7.-Contra la propiedad intelectual/industrial
2023,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2022,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2021,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2020,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2019,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2018,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2017,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2016,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2015,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2014,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2013,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2012,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2011,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2010,NA,5.8.-blanqueo de capitales,0,DESCONOCIDA,5.8.-Blanqueo de capitales
2023,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2022,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2021,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2020,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2019,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2018,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2017,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2016,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2015,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2014,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2013,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2012,NA,5.9.-otros contra el patrimonio,0,DESCONOCIDA,5.9.-Otros contra el patrimonio
2011,NA,5.9.-otros contra el patrimonio,5,DESCONOCIDA,5.9.-Otros contra el patrimonio
2010,NA,5.9.-otros contra el patrimonio,6,DESCONOCIDA,5.9.-Otros contra el patrimonio
2023,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2022,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2021,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2020,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2019,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2018,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2017,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2016,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2015,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2014,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2013,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2012,NA,6. seguridad colectiva,0,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2011,NA,6. seguridad colectiva,7,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2010,NA,6. seguridad colectiva,1,DESCONOCIDA,6. SEGURIDAD COLECTIVA
2023,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2022,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2021,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2020,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2019,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2018,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2017,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2016,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2015,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2014,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2013,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2012,NA,6.1.-trafico de drogas,0,DESCONOCIDA,6.1.-Tráfico de drogas
2011,NA,6.1.-trafico de drogas,6,DESCONOCIDA,6.1.-Tráfico de drogas
2010,NA,6.1.-trafico de drogas,1,DESCONOCIDA,6.1.-Tráfico de drogas
2023,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2022,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2021,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2020,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2019,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2018,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2017,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2016,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2015,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2014,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2013,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2012,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2011,NA,6.2.-contra la seguridad vial,1,DESCONOCIDA,6.2.-Contra la seguridad vial
2010,NA,6.2.-contra la seguridad vial,0,DESCONOCIDA,6.2.-Contra la seguridad vial
2023,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2022,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2021,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2020,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2019,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2018,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2017,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2016,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2015,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2014,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2013,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2012,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2011,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2010,NA,6.3.-otros contra la seguridad colectiva,0,DESCONOCIDA,6.3.-Otros contra la seguridad colectiva
2023,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2022,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2021,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2020,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2019,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2018,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2017,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2016,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2015,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2014,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2013,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2012,NA,7. falsedades,0,DESCONOCIDA,7. FALSEDADES
2011,NA,7. falsedades,1,DESCONOCIDA,7. FALSEDADES
2010,NA,7. falsedades,3,DESCONOCIDA,7. FALSEDADES
2023,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2022,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2021,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2020,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2019,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2018,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2017,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2016,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2015,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2014,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2013,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2012,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2011,NA,8. admon. publica,2,DESCONOCIDA,8. ADMÓN. PÚBLICA
2010,NA,8. admon. publica,0,DESCONOCIDA,8. ADMÓN. PÚBLICA
2023,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2022,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2021,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2020,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2019,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2018,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2017,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2016,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2015,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2014,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2013,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2012,NA,9. admon. justicia,0,DESCONOCIDA,9. ADMÓN. JUSTICIA
2011,NA,9. admon. justicia,1,DESCONOCIDA,9. ADMÓN. JUSTICIA
2010,NA,9. admon. justicia,1,DESCONOCIDA,9. ADMÓN. JUSTICIA
2023,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2022,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2021,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2020,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2019,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2018,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2017,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2016,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2015,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2014,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2013,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2012,NA,10. orden publico,0,DESCONOCIDA,10. ORDEN PÚBLICO
2011,NA,10. orden publico,2,DESCONOCIDA,10. ORDEN PÚBLICO
2010,NA,10. orden publico,1,DESCONOCIDA,10. ORDEN PÚBLICO
2023,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2022,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2021,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2020,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2019,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2018,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2017,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2016,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2015,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2014,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2013,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2012,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2011,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2010,NA,11. legislacion especial,0,DESCONOCIDA,11. LEGISLACIÓN ESPECIAL
2023,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2022,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2021,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2020,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2019,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2018,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2017,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2016,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2015,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2014,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2013,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2012,NA,12. otras infracciones penales,0,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2011,NA,12. otras infracciones penales,5,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2010,NA,12. otras infracciones penales,1,DESCONOCIDA,12. OTRAS INFRACCIONES PENALES
2023,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2022,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2021,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2020,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2019,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2018,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2017,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2016,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2015,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2014,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2013,NA,total infracciones penales,1,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2012,NA,total infracciones penales,0,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2011,NA,total infracciones penales,46,DESCONOCIDA,TOTAL INFRACCIONES PENALES
2010,NA,total infracciones penales,79,DESCONOCIDA,TOTAL INFRACCIONES PENALES
