ano,region,tipo,valor,region_raw,tipo_raw
2016,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2015,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2014,NA,3.3.-corrupcion de menores o incapacitados,3,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2013,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2012,NA,3.3.-corrupcion de menores o incapacitados,1,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2011,NA,3.3.-corrupcion de menores o incapacitados,1,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2010,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2023,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2022,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2021,NA,3.4.-pornografia de menores,0,EN EL EXTRANJERO,3.4.-Pornografía de menores
2020,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2019,NA,3.4.-pornografia de menores,8,EN EL EXTRANJERO,3.4.-Pornografía de menores
2018,NA,3.4.-pornografia de menores,4,EN EL EXTRANJERO,3.4.-Pornografía de menores
2017,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2016,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2015,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2014,NA,3.4.-pornografia de menores,2,EN EL EXTRANJERO,3.4.-Pornografía de menores
2013,NA,3.4.-pornografia de menores,0,EN EL EXTRANJERO,3.4.-Pornografía de menores
2012,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2011,NA,3.4.-pornografia de menores,5,EN EL EXTRANJERO,3.4.-Pornografía de menores
2010,NA,3.4.-pornografia de menores,1,EN EL EXTRANJERO,3.4.-Pornografía de menores
2023,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2022,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2021,NA,3.5.-otros contra la libertad sexual,0,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2020,NA,3.5.-otros contra la libertad sexual,2,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2019,NA,3.5.-otros contra la libertad sexual,3,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2018,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2017,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2016,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2015,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2014,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2013,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2012,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2011,NA,3.5.-otros contra la libertad sexual,0,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2010,NA,3.5.-otros contra la libertad sexual,1,EN EL EXTRANJERO,3.5.-Otros contra la libertad sexual
2023,NA,4. relaciones familiares,49,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2022,NA,4. relaciones familiares,46,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2021,NA,4. relaciones familiares,74,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2020,NA,4. relaciones familiares,39,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2019,NA,4. relaciones familiares,65,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2018,NA,4. relaciones familiares,60,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2017,NA,4. relaciones familiares,63,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2016,NA,4. relaciones familiares,87,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2015,NA,4. relaciones familiares,86,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2014,NA,4. relaciones familiares,74,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2013,NA,4. relaciones familiares,65,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2012,NA,4. relaciones familiares,37,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2011,NA,4. relaciones familiares,25,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2010,NA,4. relaciones familiares,23,EN EL EXTRANJERO,4. RELACIONES FAMILIARES
2023,NA,5. patrimonio,645,EN EL EXTRANJERO,5. PATRIMONIO
2022,NA,5. patrimonio,704,EN EL EXTRANJERO,5. PATRIMONIO
2021,NA,5. patrimonio,393,EN EL EXTRANJERO,5. PATRIMONIO
2020,NA,5. patrimonio,450,EN EL EXTRANJERO,5. PATRIMONIO
2019,NA,5. patrimonio,607,EN EL EXTRANJERO,5. PATRIMONIO
2018,NA,5. patrimonio,441,EN EL EXTRANJERO,5. PATRIMONIO
2017,NA,5. patrimonio,599,EN EL EXTRANJERO,5. PATRIMONIO
2016,NA,5. patrimonio,510,EN EL EXTRANJERO,5. PATRIMONIO
2015,NA,5. patrimonio,545,EN EL EXTRANJERO,5. PATRIMONIO
2014,NA,5. patrimonio,491,EN EL EXTRANJERO,5. PATRIMONIO
2013,NA,5. patrimonio,617,EN EL EXTRANJERO,5. PATRIMONIO
2012,NA,5. patrimonio,513,EN EL EXTRANJERO,5. PATRIMONIO
2011,NA,5. patrimonio,554,EN EL EXTRANJERO,5. PATRIMONIO
2010,NA,5. patrimonio,477,EN EL EXTRANJERO,5. PATRIMONIO
2023,NA,5.1.-hurtos,13,EN EL EXTRANJERO,5.1.-Hurtos
2022,NA,5.1.-hurtos,14,EN EL EXTRANJERO,5.1.-Hurtos
2021,NA,5.1.-hurtos,8,EN EL EXTRANJERO,5.1.-Hurtos
2020,NA,5.1.-hurtos,9,EN EL EXTRANJERO,5.1.-Hurtos
2019,NA,5.1.-hurtos,11,EN EL EXTRANJERO,5.1.-Hurtos
2018,NA,5.1.-hurtos,11,EN EL EXTRANJERO,5.1.-Hurtos
2017,NA,5.1.-hurtos,19,EN EL EXTRANJERO,5.1.-Hurtos
2016,NA,5.1.-hurtos,15,EN EL EXTRANJERO,5.1.-Hurtos
2015,NA,5.1.-hurtos,10,EN EL EXTRANJERO,5.1.-Hurtos
2014,NA,5.1.-hurtos,9,EN EL EXTRANJERO,5.1.-Hurtos
2013,NA,5.1.-hurtos,17,EN EL EXTRANJERO,5.1.-Hurtos
2012,NA,5.1.-hurtos,13,EN EL EXTRANJERO,5.1.-Hurtos
2011,NA,5.1.-hurtos,18,EN EL EXTRANJERO,5.1.-Hurtos
2010,NA,5.1.-hurtos,18,EN EL EXTRANJERO,5.1.-Hurtos
2023,NA,5.2.-robos con fuerza en las cosas,2,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2022,NA,5.2.-robos con fuerza en las cosas,6,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2021,NA,5.2.-robos con fuerza en las cosas,4,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2020,NA,5.2.-robos con fuerza en las cosas,1,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2019,NA,5.2.-robos con fuerza en las cosas,2,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2018,NA,5.2.-robos con fuerza en las cosas,3,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2017,NA,5.2.-robos con fuerza en las cosas,9,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2016,NA,5.2.-robos con fuerza en las cosas,7,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2015,NA,5.2.-robos con fuerza en las cosas,5,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2014,NA,5.2.-robos con fuerza en las cosas,8,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2013,NA,5.2.-robos con fuerza en las cosas,5,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2012,NA,5.2.-robos con fuerza en las cosas,10,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2011,NA,5.2.-robos con fuerza en las cosas,7,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2010,NA,5.2.-robos con fuerza en las cosas,17,EN EL EXTRANJERO,5.2.-Robos con fuerza en las cosas
2023,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2022,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,4,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2021,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,2,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2020,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2019,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2018,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2017,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2016,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2015,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2014,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2013,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2012,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2011,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2010,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,EN EL EXTRANJERO,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2023,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2022,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2021,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2020,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2019,NA,5.2.2.-robos con fuerza en viviendas,1,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2018,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2017,NA,5.2.2.-robos con fuerza en viviendas,1,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2016,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2015,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2014,NA,5.2.2.-robos con fuerza en viviendas,3,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2013,NA,5.2.2.-robos con fuerza en viviendas,2,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2012,NA,5.2.2.-robos con fuerza en viviendas,1,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2011,NA,5.2.2.-robos con fuerza en viviendas,0,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2010,NA,5.2.2.-robos con fuerza en viviendas,1,EN EL EXTRANJERO,5.2.2.-Robos con fuerza en viviendas
2023,NA,5.2.3.-robos con fuerza en establecimientos,0,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2022,NA,5.2.3.-robos con fuerza en establecimientos,0,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2021,NA,5.2.3.-robos con fuerza en establecimientos,0,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2020,NA,5.2.3.-robos con fuerza en establecimientos,1,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2019,NA,5.2.3.-robos con fuerza en establecimientos,0,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2018,NA,5.2.3.-robos con fuerza en establecimientos,1,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2017,NA,5.2.3.-robos con fuerza en establecimientos,2,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2016,NA,5.2.3.-robos con fuerza en establecimientos,2,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2015,NA,5.2.3.-robos con fuerza en establecimientos,2,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2014,NA,5.2.3.-robos con fuerza en establecimientos,0,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2013,NA,5.2.3.-robos con fuerza en establecimientos,0,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2012,NA,5.2.3.-robos con fuerza en establecimientos,5,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2011,NA,5.2.3.-robos con fuerza en establecimientos,2,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2010,NA,5.2.3.-robos con fuerza en establecimientos,4,EN EL EXTRANJERO,5.2.3.-Robos con fuerza en establecimientos
2023,NA,5.3.-robos con violencia o intimidacion,2,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2022,NA,5.3.-robos con violencia o intimidacion,3,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2021,NA,5.3.-robos con violencia o intimidacion,0,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2020,NA,5.3.-robos con violencia o intimidacion,1,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2019,NA,5.3.-robos con violencia o intimidacion,1,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2018,NA,5.3.-robos con violencia o intimidacion,4,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2017,NA,5.3.-robos con violencia o intimidacion,2,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2016,NA,5.3.-robos con violencia o intimidacion,0,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2015,NA,5.3.-robos con violencia o intimidacion,0,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2014,NA,5.3.-robos con violencia o intimidacion,1,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2013,NA,5.3.-robos con violencia o intimidacion,3,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2012,NA,5.3.-robos con violencia o intimidacion,0,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2011,NA,5.3.-robos con violencia o intimidacion,3,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2010,NA,5.3.-robos con violencia o intimidacion,4,EN EL EXTRANJERO,5.3.-Robos con violencia o intimidación
2023,NA,5.3.1.-robos con violencia en via publica,1,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2022,NA,5.3.1.-robos con violencia en via publica,1,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2021,NA,5.3.1.-robos con violencia en via publica,0,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2020,NA,5.3.1.-robos con violencia en via publica,1,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2019,NA,5.3.1.-robos con violencia en via publica,0,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2018,NA,5.3.1.-robos con violencia en via publica,3,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2017,NA,5.3.1.-robos con violencia en via publica,2,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2016,NA,5.3.1.-robos con violencia en via publica,0,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2015,NA,5.3.1.-robos con violencia en via publica,0,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2014,NA,5.3.1.-robos con violencia en via publica,0,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2013,NA,5.3.1.-robos con violencia en via publica,1,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2012,NA,5.3.1.-robos con violencia en via publica,0,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2011,NA,5.3.1.-robos con violencia en via publica,3,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2010,NA,5.3.1.-robos con violencia en via publica,2,EN EL EXTRANJERO,5.3.1.-Robos con violencia en vía pública
2023,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2022,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2021,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2020,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2019,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2018,NA,5.3.2.-robos con violencia en viviendas,1,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2017,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2016,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2015,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2014,NA,5.3.2.-robos con violencia en viviendas,1,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2013,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2012,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2011,NA,5.3.2.-robos con violencia en viviendas,0,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2010,NA,5.3.2.-robos con violencia en viviendas,1,EN EL EXTRANJERO,5.3.2.-Robos con violencia en viviendas
2023,NA,5.3.3.-robos con violencia en establecimientos,1,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2022,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2021,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2020,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2019,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2018,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2017,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2016,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2015,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2014,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2013,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2012,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2011,NA,5.3.3.-robos con violencia en establecimientos,0,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2010,NA,5.3.3.-robos con violencia en establecimientos,1,EN EL EXTRANJERO,5.3.3.-Robos con violencia en establecimientos
2023,NA,5.4.-sustraccion de vehiculos,102,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2022,NA,5.4.-sustraccion de vehiculos,48,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2021,NA,5.4.-sustraccion de vehiculos,54,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2020,NA,5.4.-sustraccion de vehiculos,75,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2019,NA,5.4.-sustraccion de vehiculos,85,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2018,NA,5.4.-sustraccion de vehiculos,70,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2017,NA,5.4.-sustraccion de vehiculos,84,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2016,NA,5.4.-sustraccion de vehiculos,83,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2015,NA,5.4.-sustraccion de vehiculos,77,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2014,NA,5.4.-sustraccion de vehiculos,72,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2013,NA,5.4.-sustraccion de vehiculos,32,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2012,NA,5.4.-sustraccion de vehiculos,95,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2011,NA,5.4.-sustraccion de vehiculos,121,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2010,NA,5.4.-sustraccion de vehiculos,36,EN EL EXTRANJERO,5.4.-Sustracción de vehículos
2023,NA,5.5.-estafas,472,EN EL EXTRANJERO,5.5.-Estafas
2022,NA,5.5.-estafas,599,EN EL EXTRANJERO,5.5.-Estafas
2021,NA,5.5.-estafas,311,EN EL EXTRANJERO,5.5.-Estafas
2020,NA,5.5.-estafas,340,EN EL EXTRANJERO,5.5.-Estafas
2019,NA,5.5.-estafas,478,EN EL EXTRANJERO,5.5.-Estafas
2018,NA,5.5.-estafas,311,EN EL EXTRANJERO,5.5.-Estafas
2017,NA,5.5.-estafas,409,EN EL EXTRANJERO,5.5.-Estafas
2016,NA,5.5.-estafas,370,EN EL EXTRANJERO,5.5.-Estafas
2015,NA,5.5.-estafas,412,EN EL EXTRANJERO,5.5.-Estafas
2014,NA,5.5.-estafas,368,EN EL EXTRANJERO,5.5.-Estafas
2013,NA,5.5.-estafas,531,EN EL EXTRANJERO,5.5.-Estafas
2012,NA,5.5.-estafas,363,EN EL EXTRANJERO,5.5.-Estafas
2011,NA,5.5.-estafas,374,EN EL EXTRANJERO,5.5.-Estafas
2010,NA,5.5.-estafas,383,EN EL EXTRANJERO,5.5.-Estafas
2023,NA,5.5.1.-estafas informaticas,401,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2022,NA,5.5.1.-estafas informaticas,500,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2021,NA,5.5.1.-estafas informaticas,235,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2020,NA,5.5.1.-estafas informaticas,266,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2019,NA,5.5.1.-estafas informaticas,284,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2018,NA,5.5.1.-estafas informaticas,165,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2017,NA,5.5.1.-estafas informaticas,205,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2016,NA,5.5.1.-estafas informaticas,192,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2015,NA,5.5.1.-estafas informaticas,182,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2014,NA,5.5.1.-estafas informaticas,167,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2013,NA,5.5.1.-estafas informaticas,221,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2012,NA,5.5.1.-estafas informaticas,174,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2011,NA,5.5.1.-estafas informaticas,193,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2010,NA,5.5.1.-estafas informaticas,181,EN EL EXTRANJERO,5.5.1.-Estafas informáticas
2023,NA,5.6.-danos,0,EN EL EXTRANJERO,5.6.-Daños
2022,NA,5.6.-danos,3,EN EL EXTRANJERO,5.6.-Daños
2021,NA,5.6.-danos,2,EN EL EXTRANJERO,5.6.-Daños
2020,NA,5.6.-danos,1,EN EL EXTRANJERO,5.6.-Daños
2019,NA,5.6.-danos,1,EN EL EXTRANJERO,5.6.-Daños
2018,NA,5.6.-danos,0,EN EL EXTRANJERO,5.6.-Daños
2017,NA,5.6.-danos,4,EN EL EXTRANJERO,5.6.-Daños
2016,NA,5.6.-danos,1,EN EL EXTRANJERO,5.6.-Daños
2015,NA,5.6.-danos,2,EN EL EXTRANJERO,5.6.-Daños
2014,NA,5.6.-danos,1,EN EL EXTRANJERO,5.6.-Daños
2013,NA,5.6.-danos,3,EN EL EXTRANJERO,5.6.-Daños
2012,NA,5.6.-danos,3,EN EL EXTRANJERO,5.6.-Daños
2011,NA,5.6.-danos,1,EN EL EXTRANJERO,5.6.-Daños
2010,NA,5.6.-danos,3,EN EL EXTRANJERO,5.6.-Daños
2023,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2022,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2021,NA,5.7.-contra la propiedad intelectual/industrial,0,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2020,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2019,NA,5.7.-contra la propiedad intelectual/industrial,0,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2018,NA,5.7.-contra la propiedad intelectual/industrial,0,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2017,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2016,NA,5.7.-contra la propiedad intelectual/industrial,0,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2015,NA,5.7.-contra la propiedad intelectual/industrial,2,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2014,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
