nacionalidad,grupo_quinquenal_de_edad,sexo,periodo,total
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2023,0
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2023,0
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2022,0
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2022,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2022,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2022,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2021,0
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2021,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2021,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2021,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2020,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2020,0
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2020,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2020,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2019,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2019,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2019,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2019,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2018,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2018,4
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2018,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2018,3
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2017,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2017,3
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2017,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2017,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2016,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2016,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2016,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2016,3
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2015,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2015,3
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2015,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2015,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2014,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2014,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2014,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2014,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2013,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2013,3
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2013,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2013,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2012,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2012,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2012,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2012,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2011,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2011,1
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2011,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2011,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de octubre de 2010,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de julio de 2010,2
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de abril de 2010,
Otro país de Sudamérica,De 40 a 44 años,Hombres,1 de enero de 2010,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2023,3
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2023,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2023,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2023,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2022,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2022,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2022,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2022,4
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2021,4
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2021,4
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2021,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2021,2
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2020,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2020,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2020,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2020,0
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2019,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2019,0
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2019,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2019,0
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2018,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2018,0
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2018,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2018,0
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2017,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2017,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2017,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2017,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2016,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2016,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2016,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2016,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2015,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2015,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2015,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2015,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2014,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2014,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2014,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2014,1
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2013,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2013,4
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2013,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2013,5
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2012,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2012,4
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2012,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2012,5
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2011,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2011,6
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2011,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2011,5
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de octubre de 2010,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de julio de 2010,7
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de abril de 2010,
Otro país de Sudamérica,De 40 a 44 años,Mujeres,1 de enero de 2010,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2023,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2023,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2023,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2023,3
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2022,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2022,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2022,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2022,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2021,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2021,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2021,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2021,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2020,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2020,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2020,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2020,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2019,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2019,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2019,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2019,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2018,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2018,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2018,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2018,3
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2017,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2017,3
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2017,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2017,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2016,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2016,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2016,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2016,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2015,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2015,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2015,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2015,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2014,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2014,6
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2014,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2014,7
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2013,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2013,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2013,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2013,5
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2012,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2012,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2012,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2012,2
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2011,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2011,3
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2011,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2011,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de octubre de 2010,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de julio de 2010,4
Otro país de Sudamérica,De 45 a 49 años,Total,1 de abril de 2010,
Otro país de Sudamérica,De 45 a 49 años,Total,1 de enero de 2010,5
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2023,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2023,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2023,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2023,2
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2022,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2022,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2022,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2022,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2021,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2021,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2021,3
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2021,4
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2020,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2020,4
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2020,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2020,4
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2019,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2019,4
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2019,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2019,4
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2018,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2018,2
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2018,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2018,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2017,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2017,0
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2017,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2017,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2016,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2016,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2016,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2016,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2015,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2015,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2015,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2015,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2014,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2014,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2014,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2014,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2013,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2013,2
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2013,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2013,2
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2012,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2012,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2012,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2012,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2011,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2011,1
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2011,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2011,2
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de octubre de 2010,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de julio de 2010,2
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de abril de 2010,
Otro país de Sudamérica,De 45 a 49 años,Hombres,1 de enero de 2010,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2023,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2023,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2023,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2023,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2022,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2022,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2022,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2022,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2021,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2021,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2021,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2021,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2020,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2020,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2020,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2020,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2019,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2019,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2019,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2019,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2018,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2018,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2018,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2018,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2017,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2017,3
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2017,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2017,5
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2016,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2016,5
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2016,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2016,5
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2015,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2015,5
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2015,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2015,5
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2014,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2014,5
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2014,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2014,6
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2013,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2013,3
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2013,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2013,3
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2012,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2012,3
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2012,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2012,1
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2011,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2011,2
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2011,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2011,3
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de octubre de 2010,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de julio de 2010,3
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de abril de 2010,
Otro país de Sudamérica,De 45 a 49 años,Mujeres,1 de enero de 2010,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2023,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2023,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2023,4
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2023,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2022,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2022,4
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2022,7
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2022,8
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2021,8
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2021,8
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2021,9
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2021,8
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2020,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2020,8
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2020,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2020,8
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2019,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2019,6
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2019,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2019,7
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2018,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2018,7
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2018,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2018,7
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2017,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2017,7
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2017,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2017,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2016,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2016,2
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2016,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2016,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2015,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2015,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2015,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2015,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2014,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2014,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2014,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2014,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2013,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2013,2
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2013,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2013,2
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2012,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2012,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2012,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2012,4
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2011,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2011,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2011,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2011,3
Otro país de Sudamérica,De 50 a 54 años,Total,1 de octubre de 2010,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de julio de 2010,5
Otro país de Sudamérica,De 50 a 54 años,Total,1 de abril de 2010,
Otro país de Sudamérica,De 50 a 54 años,Total,1 de enero de 2010,6
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2023,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2023,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2023,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2023,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2022,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2022,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2022,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2022,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2021,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2021,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2021,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2021,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2020,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2020,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2020,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2020,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2019,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2019,0
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2019,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2019,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2018,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2018,3
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2018,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2018,3
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2017,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2017,4
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2017,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2017,2
