ano,tipo,valor
2023,5.3.3.-Robos con violencia en establecimientos,5101
2023,5.4.-Sustracción de vehículos,10854
2023,5.5.-Estafas,71284
2023,5.5.1.-Estafas informáticas,47029
2023,5.6.-Daños,31896
2023,5.7.-Contra la propiedad intelectual/industrial,1252
2023,5.8.-Blanqueo de capitales,510
2023,5.9.-Otros contra el patrimonio,33299
2023,6. SEGURIDAD COLECTIVA,70346
2023,6.1.-Tráfico de drogas,18947
2023,6.2.-Contra la seguridad vial,49678
2023,6.3.-Otros contra la seguridad colectiva,1721
2023,7. FALSEDADES,15783
2023,8. ADMÓN. PÚBLICA,353
2023,9. ADMÓN. JUSTICIA,40110
2023,TOTAL INFRACCIONES PENALES,845845
